iter	RMSE
626	0.05600269098
627	0.05599205852
628	0.05595657038
629	0.05594917254
630	0.05593872098
631	0.05591907632
632	0.05590294573
633	0.05588556804
634	0.05587322083
635	0.05585674696
636	0.05584487846
637	0.05583350506
638	0.05582724322
639	0.05581559229
640	0.05580680025
641	0.05579625799
642	0.05578195927
643	0.05576420171
644	0.05575771495
645	0.05574031061
646	0.05572951484
647	0.05571271075
648	0.05570514308
649	0.05569349231
650	0.05568549019
651	0.05567427741
652	0.05565318733
653	0.05564285421
654	0.05563400325
655	0.05561799044
656	0.05561002925
657	0.05560430259
658	0.05559516627
659	0.05558214063
660	0.05557622596
661	0.05556137314
662	0.05554816297
663	0.05553335481
664	0.05552889218
665	0.05552223919
666	0.05551137345
667	0.05550484289
668	0.05549056332
669	0.05548395523
670	0.05546019166
671	0.05544497858
672	0.05540277384
673	0.05537667309
674	0.05534796029
675	0.05533637244
676	0.05532863965
677	0.05531000875
678	0.05530531776
679	0.05530143258
680	0.0552923253
681	0.05527787319
682	0.0552589933
683	0.05525402781
684	0.05523700531
685	0.05523165061
686	0.05522235484
687	0.05521256183
688	0.05520697638
689	0.05518890388
690	0.05517907465
691	0.05515932385
692	0.05514242162
693	0.0551301381
694	0.0551222575
695	0.05511359439
696	0.05510677117
697	0.05510202129
698	0.05509205172
699	0.05507961918
700	0.05507191939
701	0.0550574872
702	0.05504644069
703	0.05503084588
704	0.05501222749
705	0.05500312193
706	0.05498906291
707	0.05498186642
708	0.05497169427
709	0.0549378228
710	0.05492030956
711	0.05491367765
712	0.05490411742
713	0.05489516393
714	0.05489041045
715	0.05487989537
716	0.05486490337
717	0.05485434242
718	0.05483844139
719	0.05483199721
720	0.05482266286
721	0.054818304
722	0.05480162924
723	0.05479562904
724	0.05477911319
725	0.05477309116
726	0.05475856601
727	0.05474736425
728	0.05474255298
729	0.05473599184
730	0.05471980978
731	0.05470489056
732	0.05468715884
733	0.05468181524
734	0.05467113368
735	0.05466852959
736	0.05465936877
737	0.05463467261
738	0.05463013065
739	0.0546173922
740	0.05461273938
741	0.05460265754
742	0.05459820953
743	0.05458914638
744	0.0545709585
745	0.05455787807
746	0.05454837443
747	0.05453821529
748	0.05452266848
749	0.05451609696
750	0.05450468245
751	0.05449425027
752	0.05448117471
753	0.05447553579
754	0.05445527261
755	0.0544481209
756	0.05444085511
757	0.05443305837
758	0.05442516428
759	0.05440588524
760	0.05439653344
761	0.05439311196
762	0.05438063156
763	0.05436962344
764	0.05436171412
765	0.05434768101
766	0.05433768324
767	0.05432281189
768	0.05431203058
769	0.05430605594
770	0.0542985422
771	0.05428978764
772	0.05428662684
773	0.05428432828
774	0.05427573822
775	0.05426973617
776	0.05425963014
777	0.05425083689
778	0.05423734542
779	0.05422344152
780	0.05420771272
781	0.05420441408
782	0.05418497524
783	0.05417301111
784	0.0541443413
785	0.054139458
786	0.05413382563
787	0.05411843376
788	0.05411062004
789	0.05410124092
790	0.05409901882
791	0.05409363521
792	0.05408339745
793	0.05407839108
794	0.05407127415
795	0.05406162933
796	0.05405302027
797	0.05401993743
798	0.05400602851
799	0.05399189614
800	0.05398105036
801	0.05396816869
802	0.05395442933
803	0.0539394047
804	0.05392442983
805	0.05391617354
806	0.05391003437
807	0.05389365691
808	0.05388294926
809	0.05387547818
810	0.05386809621
811	0.05385886196
812	0.05384725587
813	0.05383399395
814	0.053825151
815	0.05380119953
816	0.0537912858
817	0.05378913696
818	0.05378376342
819	0.0537748058
820	0.05376455871
821	0.05375212556
822	0.05374572936
823	0.05374407855
824	0.05373772651
825	0.05373622396
826	0.05371948053
827	0.05371567076
828	0.0537095669
829	0.05369839673
830	0.05369288109
831	0.0536875453
832	0.05367194147
833	0.05365068189
834	0.05363955323
835	0.05363489638
836	0.05362749114
837	0.05362021342
838	0.05361613547
839	0.05361109734
840	0.05359583478
841	0.05358505677
842	0.05357010689
843	0.0535604286
844	0.05355456456
845	0.05355061641
846	0.05354704382
847	0.05354685917
848	0.05354284917
849	0.05354096039
850	0.05353903379
851	0.05351929053
852	0.05350880515
853	0.0535060078
854	0.05349369428
855	0.05349098052
856	0.05348374548
857	0.05347297077
858	0.05346274852
859	0.05345070849
860	0.05344554171
861	0.05344086262
862	0.05342068486
863	0.05340962642
864	0.05340371185
865	0.05339892906
866	0.0533941208
867	0.05337404044
868	0.05336339619
869	0.05335828331
870	0.05335456408
871	0.05335374954
872	0.05334342538
873	0.05333914842
874	0.05333138453
875	0.05332850917
876	0.05332438477
877	0.05330328236
878	0.05330076674
879	0.05329348973
880	0.05328172452
881	0.05327839363
882	0.05326819724
883	0.05326244895
884	0.05325094462
885	0.053235788
886	0.05319139528
887	0.0531854075
888	0.05317501717
889	0.05316565993
890	0.0531565144
891	0.05315226411
892	0.05314507871
893	0.05313395441
894	0.05313127921
895	0.05311902728
896	0.05311462038
897	0.05310469891
898	0.05309824056
899	0.05308137182
900	0.05307271993
901	0.05306785958
902	0.05306291568
903	0.05305912175
904	0.05305204419
905	0.05304306614
906	0.05303141586
907	0.05302520598
908	0.05301523689
909	0.05300894212
910	0.05300054061
911	0.05299196871
912	0.05298744382
913	0.05298298717
914	0.05297704453
915	0.05297310815
916	0.05296288896
917	0.05295841751
918	0.05294913234
919	0.05294223601
920	0.05294047885
921	0.05292580642
922	0.05292536929
923	0.05292191366
924	0.05290671797
925	0.05289894576
926	0.05288249318
927	0.05287595124
928	0.05286767488
929	0.05286177283
930	0.05285589209
931	0.05285144948
932	0.05284487869
933	0.05284169373
934	0.05283661454
935	0.05283153906
936	0.05282617483
937	0.05281963096
938	0.05281252638
939	0.05281024952
940	0.05279509283
941	0.05279259729
942	0.05277390267
943	0.05276835638
944	0.05276024087
945	0.05275035744
946	0.05274615353
947	0.0527402535
948	0.05273472823
949	0.05273066121
950	0.05272037015
951	0.05271689997
952	0.05270656299
953	0.05270464804
954	0.05269223043
955	0.05267885739
956	0.05267069284
957	0.05267001412
958	0.05266628702
959	0.05266060541
960	0.05265471512
961	0.05264610539
962	0.05263699721
963	0.05263042399
964	0.05262455041
965	0.05262017667
966	0.05260745163
967	0.05260494652
968	0.05259517768
969	0.05258368757
970	0.05256934231
971	0.05256440016
972	0.05255366471
973	0.05254834464
974	0.05254335597
975	0.05253905638
976	0.05253583685
977	0.05253215634
978	0.05252600788
979	0.05251955064
980	0.05251355398
981	0.05251200764
982	0.05250354376
983	0.05249617312
984	0.05249175121
985	0.05248146445
986	0.05247467661
987	0.05246958409
988	0.05246737808
989	0.05246135939
990	0.05245240357
991	0.05244072266
992	0.05243537889
993	0.05243352904
994	0.05242548648
995	0.05241810228
996	0.0524176698
997	0.05241462975
998	0.05241357841
999	0.05240568508
