iter	RMSE
0	1.280229174
1	1.175247481
2	1.078145187
3	0.9916586454
4	0.9161000523
5	0.8458954102
6	0.7828743685
7	0.7258707417
8	0.6702151524
9	0.6217434435
10	0.5769126804
11	0.5376312006
12	0.5018180591
13	0.4697926855
14	0.4414441356
15	0.4146726838
16	0.3906792276
17	0.370408727
18	0.3497611132
19	0.3304499029
20	0.3128389603
21	0.2964640617
22	0.2828806058
23	0.2691183114
24	0.2568239238
25	0.2452926767
26	0.2348590273
27	0.2255850445
28	0.2161091698
29	0.2077930882
30	0.2002994864
31	0.1934534954
32	0.1870896781
33	0.1807916395
34	0.1745288935
35	0.1684040262
36	0.1634360692
37	0.1588751444
38	0.1549072886
39	0.151080139
40	0.1469455689
41	0.1431743623
42	0.1399927682
43	0.1370703387
44	0.1343237047
45	0.1321060434
46	0.1293727322
47	0.1270133951
48	0.1249949623
49	0.1231124141
50	0.1211859087
51	0.1192649779
52	0.1177930797
53	0.1160288132
54	0.1144631852
55	0.1132797453
56	0.1119699074
57	0.1103879763
58	0.1095067499
59	0.1086107526
60	0.1076891943
61	0.1069559623
62	0.1057120113
63	0.1047813852
64	0.1039985935
65	0.1032309179
66	0.1026170984
67	0.1021146671
68	0.1014486282
69	0.1011201436
70	0.09982549753
71	0.09937139288
72	0.0988818772
73	0.09800132661
74	0.09761117811
75	0.09718866047
76	0.09679505219
77	0.09632023174
78	0.09582585791
79	0.09529093455
80	0.09472219764
81	0.09443886359
82	0.09389046348
83	0.09354773798
84	0.09333800533
85	0.09314961438
86	0.09297609859
87	0.09218764164
88	0.09157145711
89	0.09126542594
90	0.09098706224
91	0.09077348322
92	0.09063818688
93	0.09035465139
94	0.09006440726
95	0.0895866871
96	0.08944396551
97	0.08899552145
98	0.0887705318
99	0.08858160134
100	0.08838475851
101	0.0878050725
102	0.08766755126
103	0.08718090781
104	0.08680966418
105	0.08660821423
106	0.08641024541
107	0.08609948506
108	0.08583559554
109	0.08566982583
110	0.0851821623
111	0.08488413322
112	0.08463754386
113	0.08451653843
114	0.08425131215
115	0.08394292026
116	0.08364066836
117	0.08357665046
118	0.08323547316
119	0.08312724091
120	0.08300537807
121	0.0827831644
122	0.08266629249
123	0.08235746345
124	0.08208541942
125	0.08199229571
126	0.08183868664
127	0.08156941456
128	0.0815012656
129	0.08133783483
130	0.08087395249
131	0.08054516695
132	0.08022805669
133	0.08012187597
134	0.07993775029
135	0.07970044636
136	0.07939706749
137	0.07926982474
138	0.07899171614
139	0.07878169597
140	0.07854442218
141	0.0784291967
142	0.07823534099
143	0.07807381918
144	0.07783668865
145	0.07776097932
146	0.07755479367
147	0.0774194062
148	0.07722572863
149	0.07705080379
150	0.07699246888
151	0.07679545389
152	0.07661362342
153	0.07654264037
154	0.07621437661
155	0.07615262243
156	0.07602011357
157	0.07586657689
158	0.07581751363
159	0.07575906089
160	0.07546966887
161	0.07543729404
162	0.0753240334
163	0.0752168764
164	0.07511301274
165	0.07481743912
166	0.07478251897
167	0.07470106065
168	0.07455630882
169	0.07449058895
170	0.07428823213
171	0.07413499809
172	0.07405102402
173	0.07382832177
174	0.07354095905
175	0.07330404695
176	0.07313360944
177	0.07305421365
178	0.07293103155
179	0.07276922784
180	0.07260126831
181	0.07253178959
182	0.07241295246
183	0.0722701535
184	0.07217181789
185	0.07213288032
186	0.07205018049
187	0.07194718292
188	0.07188291117
189	0.07171587309
190	0.07162620296
191	0.07147786861
192	0.07128298789
193	0.07113488873
194	0.07098025531
195	0.07090885567
196	0.07087942356
197	0.07067361535
198	0.07059503071
199	0.0704122888
200	0.07024238678
201	0.07016034725
202	0.0701162955
203	0.07006258079
204	0.06993244719
205	0.06981027076
206	0.06974049027
207	0.06958655291
208	0.06944350939
209	0.06931407577
210	0.06919647938
211	0.06916965788
212	0.06908475631
213	0.06900461637
214	0.06885893502
215	0.06873844656
216	0.06866362784
217	0.06857998474
218	0.06849159197
219	0.06843801643
220	0.06837997149
221	0.06832856895
222	0.06825270851
223	0.06810422145
224	0.06798989521
225	0.06791783098
226	0.06787418737
227	0.06780824694
228	0.06773483936
229	0.06762465155
230	0.06759887577
231	0.06750995197
232	0.06740840933
233	0.06730252483
234	0.06720370564
235	0.06714359061
236	0.06700212961
237	0.06688101591
238	0.06676690595
239	0.06669928024
240	0.06658400583
241	0.06654040197
242	0.06643268518
243	0.06634142546
244	0.06631928848
245	0.06623812291
246	0.06617425886
247	0.06608079657
248	0.06600561482
249	0.06591908988
250	0.065834003
251	0.06576070542
252	0.06569145203
253	0.06562573141
254	0.06552971814
255	0.06550813997
256	0.06546307699
257	0.0654050306
258	0.06537231183
259	0.0653140639
260	0.06521127209
261	0.06515469944
262	0.06506218837
263	0.06499803486
264	0.06493365825
265	0.06488117267
266	0.06479280438
267	0.06474835128
268	0.06471024728
269	0.06468291079
270	0.06463456256
271	0.06455889156
272	0.06455566419
273	0.06453228148
274	0.06447909059
275	0.06440413539
276	0.06435305447
277	0.06431018129
278	0.06424021264
279	0.06422183213
280	0.06417811502
281	0.06408701864
282	0.06401093047
283	0.06399537237
284	0.06393579023
285	0.06386517383
286	0.0638335864
287	0.06381867552
288	0.06378073805
289	0.06373256881
290	0.06368822951
291	0.06362268163
292	0.06356351227
293	0.06351538671
294	0.06348636939
295	0.06343518995
296	0.06340253411
297	0.06335573885
298	0.06331164368
299	0.0632355012
300	0.06321756603
301	0.06317788773
302	0.06315256901
303	0.06310674289
304	0.0630427888
305	0.06298340822
306	0.06294772744
307	0.06291155649
308	0.06285013386
309	0.06280912465
310	0.06275142102
311	0.06272266373
312	0.06267588752
313	0.062631848
314	0.06255120867
315	0.06252399018
316	0.06246930125
317	0.06246715415
318	0.0624292572
319	0.06239890809
320	0.06235970401
321	0.06234020903
322	0.06229276715
323	0.06226699861
324	0.06224762717
325	0.06219368079
326	0.06216572808
327	0.06214381274
328	0.06209922885
329	0.06204650603
330	0.06202284273
331	0.06199203037
332	0.06195914919
333	0.06188005253
334	0.06183367485
335	0.06181622025
336	0.06175353437
337	0.06169905758
338	0.06167715452
339	0.06162265602
340	0.061595228
341	0.06155343622
342	0.06153777328
343	0.06152759314
344	0.06148835267
345	0.0614444804
346	0.06141966752
347	0.06140051525
348	0.06138723623
349	0.06135610427
350	0.06134071861
351	0.06129880462
352	0.06125996854
353	0.06124370441
354	0.06121616974
355	0.06119824705
356	0.06114559776
357	0.06110278135
358	0.06105813882
359	0.06103423178
360	0.06101420102
361	0.06096492407
362	0.06093845681
363	0.06089390862
364	0.06087088966
365	0.06082964029
366	0.06079904471
367	0.06078680479
368	0.06074372949
369	0.06071086092
370	0.06067452175
371	0.06061291165
372	0.0605913173
373	0.06057258399
374	0.06052670278
375	0.06047415881
376	0.06045780766
377	0.06043239644
378	0.0604083969
379	0.06037066798
380	0.06035058819
381	0.06032083692
382	0.06028038422
383	0.06025384284
384	0.06023391921
385	0.06022212575
386	0.06021047926
387	0.06020211181
388	0.06016242405
389	0.06014015838
390	0.06012776518
391	0.06009828154
392	0.06007698756
393	0.06005078681
394	0.06003194378
395	0.05999635458
396	0.05995500606
397	0.05992444158
398	0.05990482581
399	0.05987119403
400	0.059846092
401	0.0598361944
402	0.0598013114
403	0.05978566647
404	0.05976593211
405	0.05974944278
406	0.05973852111
407	0.05972724736
408	0.05968322644
409	0.05965276518
410	0.05963861094
411	0.05960168095
412	0.05957598125
413	0.05956027257
414	0.05952640794
415	0.05951742983
416	0.05948224582
417	0.05946963761
418	0.05942573568
419	0.05941894492
420	0.05938392967
421	0.05934823233
422	0.05931419523
423	0.05929324763
424	0.05927083115
425	0.05923608828
426	0.05921286069
427	0.05918241599
428	0.05915365077
429	0.05914006476
430	0.0591263183
431	0.05911358688
432	0.05909152642
433	0.05908182377
434	0.05906421541
435	0.05905420207
436	0.0590331154
437	0.05901042991
438	0.05898272846
439	0.05897543655
440	0.05896586226
441	0.05894512437
442	0.05892029786
443	0.05890670236
444	0.0588931244
445	0.05887291974
446	0.05885885839
447	0.05884987166
448	0.05883705042
449	0.058835509
450	0.05880104712
451	0.05878729666
452	0.05877480759
453	0.05875093447
454	0.05872168373
455	0.0586916037
456	0.05866955748
457	0.05866094103
458	0.05863146998
459	0.05860034978
460	0.05857543434
461	0.05855880774
462	0.05854235514
463	0.05849598296
464	0.05847418118
465	0.05844868085
466	0.05844791307
467	0.0584198499
468	0.05840219535
469	0.05837842015
470	0.05836936768
471	0.0583374508
472	0.05831052434
473	0.05829045764
474	0.05826760778
475	0.05824886192
476	0.05823871001
477	0.05822056609
478	0.05819003427
479	0.05816761002
480	0.05814858243
481	0.0581262039
482	0.05811690546
483	0.05810177764
484	0.05808655276
485	0.05808589942
486	0.05807157955
487	0.05804877546
488	0.05804037444
489	0.05801975935
490	0.05799722105
491	0.05799654659
492	0.05796616249
493	0.05795484798
494	0.0579542482
495	0.0579318141
496	0.05793123167
497	0.05792323663
498	0.05790763696
499	0.05788903515
500	0.05785464141
501	0.05784234333
502	0.05782942935
503	0.05781741944
504	0.05780676293
505	0.05777835611
506	0.0577672399
507	0.05773454385
508	0.05771916247
509	0.05767917844
510	0.05767866391
511	0.05764643286
512	0.05763290036
513	0.05763182954
514	0.05760125938
515	0.057600911
516	0.05757911424
517	0.05756039212
518	0.05749555
519	0.05748391351
520	0.05748359024
521	0.05747321192
522	0.05745110974
523	0.05743417235
524	0.05742285571
525	0.05740548458
526	0.05737174996
527	0.05733925255
528	0.05732623667
529	0.05730522921
530	0.05728263159
531	0.05726793768
532	0.05725354324
533	0.0572438567
534	0.05721980538
535	0.05721938
536	0.05720024761
537	0.05717992065
538	0.05717900729
539	0.05716942796
540	0.05715451558
541	0.05713134208
542	0.05712465938
543	0.05709721452
544	0.05709678803
545	0.0570820144
546	0.0570655254
547	0.05704299663
548	0.05702849505
549	0.05701425932
550	0.05699569494
551	0.05697590113
552	0.05697548088
553	0.05696699021
554	0.05692557456
555	0.05687480817
556	0.05686583613
557	0.05685575094
558	0.05683376122
559	0.05679710985
560	0.05678330495
561	0.05678046588
562	0.05676548296
563	0.05673485686
564	0.0567339566
565	0.05671803628
566	0.05670397765
567	0.05669036994
568	0.05667327834
569	0.05664925005
570	0.05663857802
571	0.05662971151
572	0.05662886263
573	0.0566011166
574	0.0565900816
575	0.05658451973
576	0.05656561397
577	0.05654554146
578	0.05654516996
579	0.0565382742
580	0.05653137226
581	0.05652548174
582	0.05651636935
583	0.05650622021
584	0.05650584563
585	0.05649498654
586	0.05648370552
587	0.056471922
588	0.05647132001
589	0.05647109819
590	0.05646155044
591	0.05645666661
592	0.05643691374
593	0.05642622114
594	0.05642565905
595	0.05642495552
596	0.05640933614
597	0.05639763433
598	0.05638503814
599	0.05637698392
600	0.05636807134
601	0.05635688565
602	0.05634646623
603	0.05633599693
604	0.05631165921
605	0.0563019514
606	0.0562936275
607	0.05628481527
608	0.05627989476
609	0.05625592032
610	0.05624595806
611	0.05623635521
612	0.0562313519
613	0.05621296827
614	0.05619438794
615	0.05618600876
616	0.05616799502
617	0.05616138848
618	0.05615574966
619	0.05614294372
620	0.05609733064
621	0.05607923225
622	0.05604666607
623	0.0560355799
624	0.05602773773
625	0.05602184822
